Student_ID,School,Grade_Level,Gender,Subject,Teacher,Attendance_Rate,Homework_Score,Midterm_Score,Final_Exam_Score,Overall_Score
S2064,Lakeside School,JSS2,Female,Physics,Mr. Bello,97.2,47.9,66.5,40.4,49.7
S2065,Greenfield Academy,JSS1,Male,Mathematics,Mrs. Okeke,61.0,76.1,70.2,75.8,74.2
S2066,Northview High,JSS2,Male,Chemistry,Mrs. Okeke,87.9,42.1,94.7,77.7,75.7
S2067,Greenfield Academy,JSS1,Female,Chemistry,Mr. Bello,89.0,69.9,93.5,82.7,83.4
S2068,Northview High,SS1,Female,Chemistry,Mr. Bello,93.5,49.3,64.1,65.3,61.7
S2069,Northview High,JSS3,Male,Biology,Mrs. Mensah,99.0,51.0,52.8,92.6,72.3
S2070,Northview High,JSS1,Male,English,Mrs. Okeke,99.0,61.9,60.6,95.5,78.3
S2071,Lakeside School,SS3,Male,Mathematics,Mr. Bello,62.6,65.9,60.2,86.5,74.5
S2072,Lakeside School,SS1,Female,Physics,Mr. Bello,92.9,77.4,53.6,74.5,68.8
S2073,Greenfield Academy,JSS1,Male,Physics,Mrs. Mensah,85.9,44.5,52.5,51.3,50.3
S2074,Northview High,JSS1,Male,English,Mrs. Mensah,85.9,70.2,91.0,98.8,90.7
S2075,Northview High,JSS3,Female,Chemistry,Mrs. Hassan,65.1,51.0,39.5,49.2,46.7
S2076,Lakeside School,SS3,Female,Mathematics,Mrs. Mensah,86.0,74.4,79.0,44.2,60.7
S2077,Northview High,SS2,Female,Physics,Mr. Ade,99.3,78.2,46.2,61.0,60.0
S2078,Lakeside School,SS2,Female,Economics,Mrs. Okeke,96.5,73.4,57.4,34.0,48.9
S2079,Northview High,JSS1,Female,Physics,Mrs. Hassan,77.6,84.3,39.0,98.5,77.8
S2080,Greenfield Academy,JSS2,Male,Chemistry,Mr. Ade,61.6,60.1,52.5,71.2,63.4
S2081,Northview High,SS3,Male,Economics,Mr. Bello,74.5,85.9,84.9,69.0,77.2
S2082,Northview High,SS1,Female,English,Mr. Bello,93.1,66.0,92.5,75.9,78.9
S2083,Hilltop College,JSS2,Female,Mathematics,Mrs. Hassan,88.1,69.1,49.4,64.8,61.0
S2084,Lakeside School,JSS2,Female,English,Mrs. Mensah,78.4,78.9,65.1,32.2,51.4
S2085,Northview High,SS3,Female,English,Mr. Bello,62.2,41.1,65.6,72.9,64.4
S2086,Northview High,JSS1,Female,Mathematics,Mr. Yusuf,77.1,79.2,91.8,80.1,83.4
S2087,Hilltop College,JSS1,Male,Mathematics,Mrs. Hassan,78.8,77.1,84.6,59.2,70.4
S2088,Hilltop College,JSS1,Male,Physics,Mr. Ade,97.1,58.6,68.4,83.0,73.7
S2089,Lakeside School,JSS1,Male,Physics,Mrs. Hassan,85.6,45.1,78.6,45.9,55.6
S2090,Hilltop College,SS2,Male,Mathematics,Mrs. Okeke,72.5,45.5,90.1,45.5,58.9
S2091,Greenfield Academy,JSS1,Female,Economics,Mrs. Mensah,81.0,95.4,35.6,41.3,50.4
S2092,Hilltop College,SS2,Male,Biology,Mrs. Mensah,62.6,81.4,61.2,56.0,62.6
S2093,Greenfield Academy,SS2,Female,Physics,Mrs. Hassan,98.9,47.6,94.0,89.3,82.4
S2094,Lakeside School,JSS1,Female,Biology,Mr. Bello,74.4,61.4,83.1,88.0,81.2
S2095,Lakeside School,JSS3,Female,Economics,Mr. Bello,79.1,75.5,70.3,56.8,64.6
S2096,Lakeside School,SS1,Male,Mathematics,Mr. Yusuf,74.2,90.1,69.4,71.2,74.4
S2097,Lakeside School,JSS2,Female,Economics,Mr. Yusuf,87.3,42.6,57.6,80.5,66.1
S2098,Lakeside School,SS2,Male,Physics,Mrs. Mensah,86.5,54.2,68.8,46.9,54.9
S2099,Greenfield Academy,SS3,Male,English,Mr. Yusuf,88.6,93.4,77.6,41.8,62.9
S2100,Greenfield Academy,SS3,Female,Mathematics,Mr. Ade,70.7,40.5,62.2,98.0,75.8
S2101,Lakeside School,SS1,Female,Chemistry,Mr. Yusuf,72.6,52.1,81.4,73.2,71.4
S2102,Hilltop College,SS3,Female,Biology,Mr. Ade,65.0,97.5,91.0,98.7,96.2
S2103,Northview High,JSS3,Male,Economics,Mr. Yusuf,86.2,76.8,45.1,53.6,55.7
S2104,Lakeside School,SS3,Female,Mathematics,Mrs. Mensah,61.6,55.7,64.4,79.2,70.1
S2105,Hilltop College,JSS2,Male,Economics,Mrs. Mensah,83.9,44.0,61.5,45.6,50.0
S2106,Northview High,JSS2,Female,Mathematics,Mr. Ade,94.8,41.7,79.7,48.3,56.4
S2107,Lakeside School,SS2,Female,Physics,Mrs. Hassan,95.6,54.7,51.2,65.8,59.2
S2108,Lakeside School,JSS1,Male,Physics,Mrs. Mensah,78.0,92.9,76.6,52.4,67.8
S2109,Greenfield Academy,JSS3,Male,Physics,Mrs. Hassan,78.4,65.0,92.0,41.7,61.4
S2110,Northview High,SS2,Male,Economics,Mr. Bello,63.1,83.2,62.2,48.4,59.5
S2111,Northview High,JSS3,Male,Chemistry,Mr. Ade,86.8,95.1,94.2,32.5,63.5
S2112,Hilltop College,JSS1,Male,Physics,Mrs. Mensah,92.9,64.5,99.6,79.3,82.4
S2113,Greenfield Academy,SS3,Male,Mathematics,Mrs. Okeke,69.8,51.5,41.9,64.4,55.1
S2114,Greenfield Academy,SS3,Female,Physics,Mr. Bello,76.9,71.0,50.1,36.6,47.5
S2115,Greenfield Academy,JSS1,Female,English,Mrs. Hassan,93.6,94.5,96.8,42.0,68.9
S2116,Greenfield Academy,SS2,Male,Physics,Mrs. Mensah,95.1,88.3,97.3,37.2,65.4
S2117,Northview High,JSS1,Female,Economics,Mr. Ade,69.7,43.9,41.4,72.9,57.6
S2118,Northview High,SS1,Male,Chemistry,Mr. Yusuf,82.0,81.6,36.0,36.6,45.4
S2119,Lakeside School,JSS2,Female,English,Mrs. Okeke,67.7,74.3,45.5,82.8,69.9
S2120,Lakeside School,SS2,Female,Economics,Mrs. Hassan,64.1,94.4,99.7,31.4,64.5
S2121,Greenfield Academy,JSS3,Male,Economics,Mr. Bello,96.4,47.3,46.7,47.5,47.2
S2122,Greenfield Academy,SS1,Male,Economics,Mr. Ade,92.8,72.0,67.7,92.3,80.9
S2123,Greenfield Academy,SS2,Male,Mathematics,Mrs. Okeke,90.4,92.8,90.1,80.3,85.7
S2124,Lakeside School,JSS1,Female,Economics,Mr. Ade,62.0,64.6,36.3,35.1,41.4
S2125,Hilltop College,JSS1,Male,Mathematics,Mrs. Mensah,93.7,68.9,74.3,87.5,79.8
S2126,Hilltop College,JSS1,Female,Economics,Mr. Yusuf,77.5,44.2,53.0,64.5,57.0
S2127,Lakeside School,JSS1,Male,Biology,Mr. Bello,73.7,56.7,91.1,89.3,83.3
S2128,Lakeside School,JSS3,Female,English,Mr. Ade,81.9,59.5,53.4,72.1,64.0
S2129,Lakeside School,SS1,Female,Biology,Mrs. Hassan,63.7,96.7,79.6,77.7,82.1
S2130,Lakeside School,SS3,Male,Economics,Mrs. Mensah,90.3,57.0,78.8,99.5,84.8
S2131,Lakeside School,JSS2,Female,English,Mrs. Mensah,83.3,67.7,49.4,46.3,51.5
S2132,Lakeside School,JSS3,Female,English,Mr. Bello,67.5,80.3,37.3,73.7,64.1
S2133,Greenfield Academy,JSS3,Male,Chemistry,Mrs. Mensah,67.5,49.7,61.6,62.2,59.5
S2134,Greenfield Academy,SS3,Female,Biology,Mrs. Hassan,67.4,69.2,53.8,32.8,46.4
S2135,Greenfield Academy,SS3,Male,Chemistry,Mr. Ade,62.3,84.3,87.6,31.0,58.6
S2136,Greenfield Academy,JSS2,Male,English,Mr. Bello,83.5,92.0,87.0,38.3,63.6
S2137,Lakeside School,JSS2,Male,Mathematics,Mrs. Mensah,93.6,77.6,64.7,75.4,72.6
S2138,Hilltop College,SS3,Male,English,Mrs. Mensah,60.7,80.1,74.4,69.7,73.2
S2139,Northview High,JSS1,Female,Chemistry,Mrs. Hassan,62.0,47.6,74.3,68.7,66.2
S2140,Lakeside School,JSS3,Female,Biology,Mr. Yusuf,82.9,96.7,88.8,32.2,62.1
S2141,Northview High,SS2,Female,Economics,Mr. Yusuf,92.8,48.0,62.6,62.9,59.8
S2142,Hilltop College,JSS2,Male,Economics,Mrs. Mensah,73.1,86.5,52.9,94.7,80.5
S2143,Greenfield Academy,JSS2,Female,Biology,Mr. Ade,74.0,55.9,52.2,57.8,55.7
S2144,Hilltop College,SS3,Female,Economics,Mr. Bello,83.9,96.0,69.9,73.7,77.0
S2145,Lakeside School,SS1,Male,Economics,Mrs. Mensah,71.0,83.2,64.2,84.6,78.2
S2146,Greenfield Academy,SS2,Male,Chemistry,Mrs. Okeke,61.1,85.2,63.6,84.9,78.6
S2147,Lakeside School,SS2,Female,Biology,Mr. Bello,89.4,53.1,40.9,66.3,56.0
S2148,Greenfield Academy,JSS2,Male,Physics,Mr. Yusuf,85.0,66.6,81.7,90.1,82.9
S2149,Northview High,JSS1,Male,Mathematics,Mrs. Mensah,83.2,77.1,48.9,57.4,58.8
S2150,Northview High,SS1,Male,Mathematics,Mrs. Hassan,89.7,86.2,47.8,92.2,77.7
S2151,Northview High,SS2,Male,Economics,Mrs. Okeke,87.0,46.2,61.8,46.8,51.2
S2152,Hilltop College,JSS2,Female,Mathematics,Mrs. Mensah,68.2,97.7,49.8,49.6,59.3
S2153,Lakeside School,SS2,Male,Biology,Mr. Ade,74.1,93.4,73.0,33.7,57.4
S2154,Hilltop College,SS1,Male,Biology,Mrs. Okeke,65.0,56.2,59.1,85.7,71.8
S2155,Northview High,SS1,Male,English,Mrs. Mensah,65.2,89.4,64.2,59.2,66.7
S2156,Lakeside School,JSS3,Male,English,Mr. Ade,87.0,71.1,69.9,46.0,58.2
S2157,Northview High,SS3,Male,Mathematics,Mrs. Okeke,94.3,67.7,48.2,46.2,51.1
S2158,Hilltop College,SS3,Male,Physics,Mr. Ade,98.5,58.9,45.1,93.1,71.9
S2159,Hilltop College,JSS2,Male,English,Mr. Ade,85.1,74.9,92.2,88.4,86.8
S2160,Hilltop College,SS1,Male,English,Mrs. Okeke,67.4,83.8,63.2,68.7,70.1
S2161,Northview High,JSS3,Female,Biology,Mrs. Okeke,64.2,64.7,61.8,73.1,68.0
S2162,Lakeside School,JSS3,Male,Physics,Mr. Ade,92.5,77.8,37.3,63.2,58.4
S2163,Lakeside School,SS2,Female,Economics,Mr. Yusuf,83.2,82.0,67.4,57.4,65.3
S2164,Northview High,SS2,Male,Mathematics,Mrs. Okeke,84.7,82.7,71.0,94.1,84.9
S2165,Lakeside School,JSS3,Male,English,Mrs. Mensah,91.3,43.1,71.3,38.8,49.4
S2166,Northview High,SS2,Male,Physics,Mr. Bello,88.1,91.6,81.0,59.3,72.3
S2167,Lakeside School,SS1,Male,Physics,Mrs. Hassan,93.4,67.5,46.5,54.1,54.5
S2168,Greenfield Academy,JSS1,Female,Mathematics,Mr. Ade,62.2,55.7,51.4,64.9,59.0
S2169,Greenfield Academy,SS1,Male,Physics,Mr. Ade,89.9,54.5,87.7,62.0,68.2
S2170,Hilltop College,JSS3,Male,Physics,Mrs. Hassan,94.0,69.0,96.6,66.3,75.9
S2171,Greenfield Academy,JSS3,Female,Physics,Mr. Yusuf,71.4,93.2,43.8,39.8,51.7
S2172,Greenfield Academy,SS1,Female,English,Mrs. Hassan,85.6,62.7,67.3,65.9,65.7
S2173,Greenfield Academy,SS2,Male,Mathematics,Mrs. Okeke,72.6,85.0,48.9,47.0,55.2
S2174,Northview High,SS2,Female,Physics,Mrs. Hassan,98.3,45.8,38.9,42.9,42.3
S2175,Greenfield Academy,SS3,Female,Physics,Mr. Ade,61.3,68.6,56.2,34.5,47.8
S2176,Greenfield Academy,JSS3,Female,English,Mrs. Hassan,83.2,99.5,44.3,83.4,74.9
S2177,Hilltop College,JSS2,Male,Mathematics,Mr. Bello,66.7,86.2,81.1,59.9,71.5
S2178,Greenfield Academy,SS3,Male,Biology,Mrs. Mensah,88.5,52.6,69.7,73.9,68.4
S2179,Greenfield Academy,SS2,Male,English,Mrs. Okeke,67.0,70.1,44.3,80.9,67.8
S2180,Lakeside School,SS1,Female,Mathematics,Mrs. Hassan,69.4,54.0,35.6,77.6,60.3
S2181,Hilltop College,SS2,Male,Physics,Mr. Ade,79.8,64.6,87.5,62.9,70.6
S2182,Hilltop College,SS1,Female,Mathematics,Mrs. Mensah,96.6,86.8,46.5,57.2,59.9
S2183,Hilltop College,SS3,Male,Mathematics,Mrs. Okeke,68.5,86.3,74.4,56.3,67.7
S2184,Hilltop College,JSS3,Male,Economics,Mr. Ade,65.8,53.7,56.9,74.8,65.2
S2185,Hilltop College,SS2,Female,Mathematics,Mr. Yusuf,90.4,95.3,73.1,64.6,73.3
S2186,Hilltop College,SS1,Male,Biology,Mr. Bello,80.0,75.6,55.5,89.4,76.5
S2187,Northview High,JSS3,Female,Mathematics,Mr. Yusuf,96.5,62.8,40.7,91.2,70.4
S2188,Greenfield Academy,JSS2,Female,Biology,Mr. Bello,65.9,70.1,49.5,41.9,49.8
S2189,Hilltop College,SS1,Male,Physics,Mrs. Hassan,85.8,76.3,47.2,39.5,49.2
S2190,Greenfield Academy,SS3,Female,Biology,Mrs. Okeke,69.3,73.6,62.8,74.1,70.6
S2191,Greenfield Academy,JSS2,Male,Physics,Mrs. Hassan,66.3,69.2,77.8,51.1,62.7
S2192,Northview High,JSS2,Male,Physics,Mr. Bello,87.3,70.3,52.1,31.3,45.3
S2193,Hilltop College,JSS1,Female,Biology,Mr. Bello,83.7,50.6,35.8,92.2,67.0
S2194,Lakeside School,SS2,Male,English,Mr. Bello,90.2,88.8,68.7,45.9,61.3
S2195,Northview High,SS1,Female,Chemistry,Mrs. Mensah,72.4,72.5,74.4,95.0,84.3
S2196,Lakeside School,JSS2,Male,Mathematics,Mr. Ade,77.9,47.9,97.6,80.2,79.0
S2197,Greenfield Academy,JSS1,Male,Economics,Mrs. Okeke,76.2,86.0,73.3,83.4,80.9
S2198,Greenfield Academy,SS3,Male,Chemistry,Mrs. Hassan,99.4,95.9,65.6,44.1,60.9
S2199,Northview High,JSS3,Male,Mathematics,Mrs. Hassan,71.7,96.8,72.3,46.4,64.2
S2200,Northview High,SS1,Male,Mathematics,Mr. Yusuf,71.8,62.1,95.3,66.5,74.3
S2201,Lakeside School,JSS2,Female,Physics,Mr. Bello,74.2,48.1,88.8,42.0,57.3
S2202,Hilltop College,SS2,Female,Mathematics,Mr. Bello,82.6,71.1,56.0,51.4,56.7
S2203,Lakeside School,JSS1,Female,Economics,Mr. Bello,70.1,46.8,50.4,52.5,50.7
S2204,Northview High,JSS2,Female,Mathematics,Mrs. Hassan,96.6,96.0,52.1,41.2,55.4
S2205,Lakeside School,SS2,Female,Biology,Mr. Yusuf,70.6,51.0,67.8,44.4,52.7
S2206,Northview High,JSS2,Female,Chemistry,Mr. Ade,95.8,55.2,83.4,85.2,78.7
S2207,Lakeside School,SS1,Male,Biology,Mrs. Mensah,64.1,64.4,67.7,41.7,54.0
S2208,Northview High,SS1,Male,Economics,Mrs. Okeke,86.3,63.0,39.4,32.0,40.4
S2209,Northview High,SS1,Female,Mathematics,Mr. Ade,96.3,87.7,82.0,74.1,79.2
S2210,Northview High,SS3,Female,Economics,Mrs. Hassan,66.7,67.4,87.4,98.3,88.8
S2211,Hilltop College,SS3,Male,Physics,Mrs. Mensah,98.7,50.2,53.8,53.2,52.8
S2212,Lakeside School,JSS1,Male,Biology,Mrs. Mensah,78.1,56.0,78.2,38.3,53.8
S2213,Lakeside School,SS1,Male,Biology,Mrs. Mensah,97.8,70.5,62.7,69.9,67.9
S2214,Lakeside School,SS2,Female,English,Mr. Bello,87.1,48.8,92.8,93.4,84.3
S2215,Northview High,JSS2,Female,Mathematics,Mrs. Okeke,72.1,76.7,89.9,84.9,84.8
S2216,Lakeside School,JSS3,Female,Physics,Mrs. Hassan,67.5,73.9,69.2,73.6,72.3
S2217,Lakeside School,SS2,Male,Biology,Mrs. Hassan,72.1,82.9,79.9,52.1,66.6
S2218,Northview High,SS3,Male,Biology,Mrs. Mensah,63.7,96.3,92.4,67.9,80.9
S2219,Greenfield Academy,SS3,Female,Physics,Mrs. Hassan,65.8,94.7,67.2,36.4,57.3
S2220,Northview High,SS2,Female,Economics,Mrs. Okeke,64.2,96.8,55.4,77.5,74.7
S2221,Lakeside School,SS3,Male,Economics,Mrs. Okeke,76.9,54.7,84.0,80.8,76.5
S2222,Northview High,SS1,Male,Mathematics,Mr. Yusuf,91.8,47.9,49.3,97.6,73.2
S2223,Greenfield Academy,JSS1,Male,English,Mr. Yusuf,65.7,58.1,60.3,48.2,53.8
S2224,Northview High,JSS2,Male,Biology,Mr. Ade,65.2,93.7,91.3,31.3,61.8
S2225,Lakeside School,JSS1,Female,English,Mrs. Okeke,85.7,98.3,82.1,68.2,78.4
S2226,Greenfield Academy,JSS2,Male,Economics,Mrs. Okeke,67.9,91.6,61.2,79.5,76.4
S2227,Hilltop College,JSS2,Male,Economics,Mrs. Okeke,63.9,46.6,49.0,85.3,66.7
S2228,Lakeside School,JSS1,Male,Chemistry,Mr. Yusuf,66.7,96.8,58.1,43.6,58.6
S2229,Greenfield Academy,SS2,Female,Mathematics,Mrs. Mensah,96.9,65.4,53.5,48.3,53.3
S2230,Greenfield Academy,JSS2,Female,Chemistry,Mrs. Mensah,92.9,40.6,46.4,65.9,55.0
S2231,Hilltop College,JSS1,Male,Chemistry,Mrs. Hassan,74.2,66.5,83.3,53.1,64.8
S2232,Northview High,JSS2,Male,Chemistry,Mrs. Mensah,86.2,42.8,51.4,90.2,69.1
S2233,Northview High,JSS3,Male,Mathematics,Mr. Bello,81.5,72.6,64.5,63.2,65.5
S2234,Lakeside School,SS2,Female,Mathematics,Mr. Yusuf,87.1,60.3,60.1,86.0,73.1
S2235,Hilltop College,SS1,Female,Physics,Mrs. Okeke,87.3,68.4,98.8,70.6,78.6
S2236,Northview High,JSS2,Female,English,Mrs. Mensah,85.1,76.8,60.4,84.1,75.5
S2237,Hilltop College,JSS3,Male,English,Mr. Yusuf,70.6,92.1,40.2,53.3,57.1
S2238,Northview High,SS1,Female,Physics,Mrs. Mensah,61.6,79.7,40.8,88.2,72.3
S2239,Greenfield Academy,SS1,Male,Physics,Mr. Ade,78.2,66.0,73.4,49.2,59.8
S2240,Northview High,JSS2,Male,Economics,Mrs. Okeke,95.6,89.2,74.0,68.2,74.1
S2241,Hilltop College,JSS1,Male,Chemistry,Mr. Ade,82.8,94.3,62.2,45.0,60.0
S2242,Greenfield Academy,JSS2,Female,Physics,Mrs. Okeke,93.3,47.2,63.1,63.3,60.0
S2243,Greenfield Academy,JSS3,Male,Biology,Mr. Yusuf,99.7,71.9,38.5,52.3,52.1
S2244,Greenfield Academy,SS1,Female,English,Mrs. Hassan,66.5,57.1,68.6,48.7,56.4
S2245,Hilltop College,JSS2,Female,Physics,Mrs. Mensah,87.7,42.8,67.8,97.7,77.8
S2246,Lakeside School,JSS1,Male,Biology,Mrs. Mensah,87.0,80.1,44.7,41.2,50.0
S2247,Lakeside School,JSS2,Male,Biology,Mr. Bello,99.2,91.8,41.7,85.1,73.4
S2248,Lakeside School,SS2,Female,Biology,Mr. Ade,99.4,49.8,43.0,98.9,72.3
S2249,Hilltop College,JSS1,Male,Economics,Mrs. Mensah,87.5,88.7,41.6,31.4,45.9
S2250,Greenfield Academy,JSS3,Female,Economics,Mr. Yusuf,69.7,91.2,74.6,78.9,80.1
S2251,Lakeside School,SS1,Male,Biology,Mrs. Hassan,91.9,94.9,47.8,47.7,57.2
S2252,Hilltop College,JSS2,Female,Economics,Mr. Yusuf,64.3,55.9,51.3,32.8,43.0
S2253,Lakeside School,JSS1,Female,Chemistry,Mr. Ade,91.2,94.2,46.3,58.2,61.8
S2254,Northview High,SS2,Female,Biology,Mr. Bello,96.4,59.2,97.3,95.5,88.8
S2255,Lakeside School,JSS1,Female,Chemistry,Mrs. Mensah,75.3,73.1,90.6,30.8,57.2
S2256,Lakeside School,SS3,Male,Chemistry,Mr. Yusuf,85.2,43.0,50.0,71.2,59.2
S2257,Greenfield Academy,SS2,Male,Biology,Mrs. Okeke,77.2,42.6,56.3,65.1,58.0
S2258,Hilltop College,JSS3,Female,English,Mrs. Hassan,77.5,83.2,48.6,91.1,76.8
S2259,Greenfield Academy,SS1,Female,Biology,Mr. Yusuf,72.4,66.7,67.0,35.9,51.4
S2260,Greenfield Academy,JSS3,Male,Biology,Mrs. Hassan,90.5,55.4,36.3,77.7,60.8
S2261,Greenfield Academy,JSS2,Male,Economics,Mrs. Mensah,97.4,51.4,78.6,77.6,72.7
S2262,Greenfield Academy,JSS1,Male,Biology,Mrs. Okeke,97.6,80.2,69.0,76.8,75.1
S2263,Greenfield Academy,SS3,Male,English,Mr. Bello,67.0,40.0,93.4,96.0,84.0
S2264,Lakeside School,SS2,Male,Economics,Mr. Bello,95.0,88.4,45.7,87.6,75.2
S2265,Greenfield Academy,SS2,Male,Mathematics,Mrs. Okeke,89.5,44.8,87.3,32.9,51.6
S2266,Greenfield Academy,JSS1,Female,Mathematics,Mrs. Hassan,70.1,51.5,86.5,63.0,67.8
S2267,Hilltop College,SS3,Male,Chemistry,Mrs. Mensah,62.7,63.2,43.3,57.9,54.6
S2268,Northview High,JSS1,Male,Chemistry,Mr. Yusuf,70.7,69.1,60.9,51.7,57.9
S2269,Lakeside School,JSS2,Female,English,Mrs. Okeke,96.5,61.3,46.1,61.6,56.9
S2270,Lakeside School,JSS3,Male,Physics,Mr. Ade,85.3,59.2,51.6,56.9,55.8
S2271,Lakeside School,SS2,Male,Mathematics,Mrs. Hassan,88.8,97.8,52.1,60.3,65.3
S2272,Greenfield Academy,JSS2,Male,Chemistry,Mr. Bello,70.3,78.5,71.2,98.5,86.3
S2273,Greenfield Academy,JSS3,Male,Mathematics,Mrs. Okeke,88.8,41.4,61.7,36.2,44.9
S2274,Greenfield Academy,JSS2,Male,English,Mr. Bello,61.1,65.8,96.6,94.6,89.4
S2275,Hilltop College,SS3,Female,English,Mrs. Hassan,75.0,92.5,43.2,63.6,63.3
S2276,Northview High,SS2,Male,Physics,Mr. Bello,85.1,58.1,98.3,73.7,78.0
S2277,Greenfield Academy,JSS1,Female,Physics,Mrs. Okeke,65.8,45.7,50.0,88.1,68.2
S2278,Northview High,JSS1,Female,Economics,Mrs. Hassan,92.9,85.5,85.2,55.2,70.3
S2279,Hilltop College,JSS3,Male,English,Mr. Ade,69.4,76.4,57.0,60.1,62.4
S2280,Lakeside School,SS1,Female,Chemistry,Mrs. Okeke,86.1,74.2,44.3,58.7,57.5
S2281,Greenfield Academy,SS3,Male,Mathematics,Mr. Yusuf,76.2,43.2,90.8,56.2,64.0
S2282,Northview High,JSS3,Female,Biology,Mrs. Mensah,83.8,48.4,55.1,94.8,73.6
S2283,Northview High,SS1,Female,Physics,Mrs. Okeke,64.3,77.4,77.8,88.0,82.8
S2284,Greenfield Academy,JSS2,Male,Biology,Mrs. Hassan,60.7,52.5,71.8,37.6,50.8
S2285,Lakeside School,SS3,Male,Chemistry,Mrs. Mensah,96.4,70.2,65.7,37.6,52.6
S2286,Lakeside School,JSS2,Male,Physics,Mrs. Okeke,70.8,72.7,67.2,60.0,64.7
S2287,Lakeside School,SS2,Male,Biology,Mr. Ade,92.8,57.0,82.6,36.9,54.6
S2288,Hilltop College,SS3,Male,Chemistry,Mr. Ade,100.0,96.9,40.7,73.3,68.2
S2289,Northview High,SS1,Female,Mathematics,Mr. Yusuf,68.5,90.5,78.4,40.1,61.7
S2290,Northview High,SS2,Female,Chemistry,Mr. Bello,70.6,83.3,93.2,66.6,77.9
S2291,Northview High,JSS1,Female,Economics,Mrs. Mensah,86.5,44.7,38.8,30.5,35.8
S2292,Hilltop College,SS1,Female,Physics,Mrs. Hassan,98.6,46.4,44.1,52.2,48.6
S2293,Northview High,JSS3,Female,English,Mrs. Hassan,96.6,69.6,81.6,77.4,77.1
S2294,Hilltop College,JSS1,Female,Mathematics,Mr. Bello,80.1,49.6,63.4,63.9,60.9
S2295,Lakeside School,JSS1,Female,Biology,Mr. Ade,91.8,98.7,61.2,98.5,87.4
S2296,Greenfield Academy,JSS3,Male,Physics,Mr. Ade,65.4,49.5,43.9,91.2,68.7
S2297,Northview High,SS3,Male,English,Mrs. Okeke,99.1,69.2,67.9,55.1,61.8
S2298,Northview High,JSS1,Female,Chemistry,Mr. Yusuf,98.6,61.8,43.2,33.2,41.9
S2299,Lakeside School,SS1,Female,English,Mrs. Mensah,66.5,78.4,66.0,89.2,80.1
S2300,Greenfield Academy,SS2,Male,Physics,Mr. Yusuf,72.0,47.7,84.6,93.8,81.8
S2301,Hilltop College,JSS1,Male,Physics,Mr. Yusuf,64.0,65.8,51.8,87.4,72.4
S2302,Greenfield Academy,SS1,Male,Economics,Mrs. Okeke,70.9,56.5,66.3,39.0,50.7
S2303,Lakeside School,JSS2,Male,Economics,Mr. Yusuf,92.6,93.3,99.5,99.9,98.5
S2304,Lakeside School,SS1,Female,English,Mr. Bello,75.1,42.4,79.6,48.1,56.4
S2305,Greenfield Academy,SS2,Male,Chemistry,Mrs. Okeke,63.5,94.8,89.7,80.7,86.2
S2306,Hilltop College,SS1,Female,English,Mr. Bello,73.7,90.0,62.0,93.6,83.4
S2307,Hilltop College,JSS3,Female,Physics,Mrs. Okeke,99.3,57.9,84.9,46.5,60.3
S2308,Northview High,SS2,Female,Physics,Mr. Yusuf,85.2,87.4,37.6,93.6,75.6
S2309,Hilltop College,SS3,Male,Biology,Mr. Bello,76.6,41.9,43.0,51.7,47.1
S2310,Greenfield Academy,JSS2,Male,Economics,Mr. Bello,66.7,98.0,48.2,98.3,83.2
S2311,Lakeside School,JSS3,Female,Biology,Mr. Bello,99.4,71.6,61.1,49.7,57.5
S2312,Northview High,SS3,Female,Mathematics,Mrs. Okeke,92.8,58.2,90.0,96.7,87.0
S2313,Northview High,SS1,Female,Physics,Mrs. Hassan,71.3,61.8,57.5,33.7,46.5
S2314,Lakeside School,SS2,Male,Biology,Mr. Yusuf,62.8,44.0,77.6,79.6,71.9
S2315,Hilltop College,JSS2,Female,English,Mr. Bello,62.3,99.4,81.1,67.2,77.8
S2316,Lakeside School,JSS3,Male,Economics,Mrs. Mensah,64.8,42.4,73.1,63.5,62.2
S2317,Hilltop College,SS3,Female,Economics,Mrs. Hassan,83.2,79.3,58.2,45.6,56.1
S2318,Lakeside School,SS3,Female,Chemistry,Mrs. Mensah,97.2,66.6,72.5,79.4,74.8
S2319,Greenfield Academy,JSS2,Female,English,Mr. Yusuf,79.9,96.9,57.2,43.4,58.2
S2320,Hilltop College,SS1,Male,Chemistry,Mr. Yusuf,93.7,54.8,40.5,68.7,57.5
S2321,Greenfield Academy,JSS2,Male,Biology,Mr. Bello,77.8,71.9,99.5,47.7,68.1
S2322,Northview High,SS3,Female,Mathematics,Mr. Bello,88.3,68.9,43.3,96.9,75.2
S2323,Lakeside School,JSS1,Male,English,Mrs. Okeke,89.3,82.2,39.7,32.0,44.4
S2324,Northview High,JSS3,Female,English,Mrs. Hassan,67.0,44.1,92.1,44.0,58.4
S2325,Northview High,JSS2,Male,English,Mrs. Hassan,74.4,51.6,54.6,47.0,50.2
S2326,Northview High,SS3,Male,Chemistry,Mr. Bello,85.5,52.9,77.3,59.0,63.3
S2327,Northview High,SS1,Male,Biology,Mr. Yusuf,62.8,84.3,56.4,46.3,56.9
S2328,Lakeside School,SS3,Female,English,Mr. Bello,74.5,51.3,60.4,64.4,60.6
S2329,Northview High,SS1,Male,English,Mr. Yusuf,81.4,74.4,52.0,91.1,76.0
S2330,Lakeside School,JSS2,Male,Economics,Mr. Yusuf,99.8,52.9,57.3,79.8,67.7
